1732339286.32026625,2341,537686.32026625,2.74830294,-15.24401283,-0.12270286,0.00481778,0.00226280,0.96714952,0.25415247
1732339288.72234535,2341,537688.72234535,3.47853208,-15.57268143,-0.12802050,0.00813511,0.00883360,0.98790696,0.15458207
1732339291.32464218,2341,537691.32464218,4.45720768,-15.88719749,-0.13635506,0.00634530,0.00472808,0.99296773,0.11812059
1732339294.32713079,2341,537694.32713079,5.45408201,-16.06541252,-0.14722234,0.00233291,0.00776679,0.99912824,0.04095120
1732339297.52985239,2341,537697.52985239,6.50121546,-16.16675186,-0.15504287,-0.00282064,0.00084528,0.99999441,0.00158447
1732339300.33224607,2341,537700.33224607,7.56833267,-16.20698357,-0.15651278,0.00011040,-0.00086998,-0.99998154,0.00601274
1732339302.93447232,2341,537702.93447232,8.61230755,-16.22666931,-0.15971528,0.00349379,-0.00023653,-0.99989019,0.01439969
1732339304.93623638,2341,537704.93623638,9.07703876,-16.22193146,-0.14836927,0.00082410,-0.00817305,-0.99294486,0.11829212
1732339305.93702650,2341,537705.93702650,9.22956657,-16.18804550,-0.15180251,0.00268977,-0.00693678,-0.97303234,0.23054870
1732339306.73770738,2341,537706.73770738,9.40613937,-16.13054657,-0.14065279,0.00470886,-0.00790294,-0.93843169,0.34534233
1732339307.33827996,2341,537707.33827996,9.50777721,-16.05507469,-0.14513282,0.00920049,-0.00776880,-0.89826790,0.43928326
1732339307.93879604,2341,537707.93879604,9.60783005,-15.90089607,-0.14502214,0.01033898,-0.01029715,-0.84084685,0.54107637
1732339308.53924847,2341,537708.53924847,9.71188736,-15.70190907,-0.13454734,0.00186707,-0.00866410,-0.77474760,0.63220851
1732339309.74027348,2341,537709.74027348,9.82404613,-15.32418156,-0.14204536,-0.00321135,-0.00477662,-0.70328033,0.71088934
1732339312.74283481,2341,537712.74283481,9.79023266,-14.73427105,-0.14825515,-0.00870126,-0.00405765,-0.62017139,0.78440759
1732339313.94390726,2341,537713.94390726,9.73080635,-14.53852749,-0.14638281,-0.00750350,-0.00082883,-0.53483609,0.84492211
1732339315.14487386,2341,537715.14487386,9.58551407,-14.22894192,-0.15570304,-0.00985772,-0.00044933,-0.44046524,0.89771543
1732339316.54608345,2341,537716.54608345,9.31725311,-13.91071320,-0.15935397,-0.01048364,0.00255225,-0.33593397,0.94182374
1732339317.94728470,2341,537717.94728470,8.97601318,-13.66120529,-0.14974202,-0.00584995,0.00412928,-0.22919635,0.97335387
1732339321.15000606,2341,537721.15000606,8.00501919,-13.23119068,-0.14544751,0.00125808,0.00524122,-0.16123450,0.98690140
1732339324.15256429,2341,537724.15256429,7.02872372,-12.88696289,-0.13249476,-0.00371843,0.01122625,-0.14531223,0.98931517
1732339326.95496511,2341,537726.95496511,6.08120823,-12.47872066,-0.10276973,0.00086898,0.00942231,-0.23439573,0.97209522
1732339329.75749421,2341,537729.75749421,5.20720291,-11.98132992,-0.09064953,0.00319791,-0.00183787,-0.23611120,0.97171904
1732339332.55975628,2341,537732.55975628,4.26941967,-11.53889465,-0.08902390,0.00211118,0.00247818,-0.16397362,0.98645935
1732339335.36223936,2341,537735.36223936,3.32149100,-11.20640659,-0.09111796,0.00331340,0.00381394,-0.16829426,0.98572385
